geo_name,geo_sumlevel,geo_id,pop_2013,pop_2014,pop_2015,pop_2016
"Dorchester County, MD","county",05000US24019,32617,32614,32534,32451
"Frederick County, MD","county",05000US24021,236668,239253,241373,243465
"Garrett County, MD","county",05000US24023,30014,29945,29813,29677
"Harford County, MD","county",05000US24025,246664,248029,248966,249776
"Howard County, MD","county",05000US24027,293821,299269,304115,308447
"Kent County, MD","county",05000US24029,20130,20016,19923,19819
"Montgomery County, MD","county",05000US24031,989474,1005087,1017859,1026371
"Prince George's County, MD","county",05000US24033,873481,884764,892816,897693
"Queen Anne's County, MD","county",05000US24035,48166,48439,48600,48712
"St. Mary's County, MD","county",05000US24037,107079,108472,109614,110675
"Somerset County, MD","county",05000US24039,26347,26197,25980,25899
"Talbot County, MD","county",05000US24041,37859,37894,37799,37668
"Washington County, MD","county",05000US24043,148435,148913,149270,149571
"Wicomico County, MD","county",05000US24045,99683,100376,101182,101527
"Worcester County, MD","county",05000US24047,51479,51558,51519,51441
"Baltimore city, MD","county",05000US24510,621445,622271,622454,621000
"Barnstable County, MA","county",05000US25001,215449,215167,214766,214703
"Berkshire County, MA","county",05000US25003,130545,130064,129288,128563
"Bristol County, MA","county",05000US25005,549870,551065,552763,554868
"Dukes County, MA","county",05000US25007,16739,16915,17048,17137
"Essex County, MA","county",05000US25009,750808,757395,763849,769362
"Franklin County, MA","county",05000US25011,71408,71300,71144,70916
"Hampden County, MA","county",05000US25013,465144,466447,468041,468072
"Hampshire County, MA","county",05000US25015,159267,160328,160759,161035
"Middlesex County, MA","county",05000US25017,1522533,1539832,1556116,1567610
"Nantucket County, MA","county",05000US25019,10224,10414,10556,10694
"Norfolk County, MA","county",05000US25021,677296,682860,687721,691218
"Plymouth County, MA","county",05000US25023,497386,500772,503681,506657
"Suffolk County, MA","county",05000US25025,735701,747928,758919,767719
"Worcester County, MA","county",05000US25027,802688,806804,810935,813589
"Alcona County, MI","county",05000US26001,10785,10657,10550,10461
"Alger County, MI","county",05000US26003,9497,9516,9476,9396
"Allegan County, MI","county",05000US26005,111742,112266,112837,113666
"Alpena County, MI","county",05000US26007,29399,29242,29068,28929
"Antrim County, MI","county",05000US26009,23504,23368,23267,23215
"Arenac County, MI","county",05000US26011,15753,15564,15424,15327
"Baraga County, MI","county",05000US26013,8787,8740,8690,8612
"Barry County, MI","county",05000US26015,59121,59107,59147,59316
"Bay County, MI","county",05000US26017,107312,107074,106698,106107
"Benzie County, MI","county",05000US26019,17474,17450,17437,17462
"Berrien County, MI","county",05000US26021,156290,155992,155565,155134
"Branch County, MI","county",05000US26023,44398,43965,43706,43603
"Calhoun County, MI","county",05000US26025,135534,135150,134790,134691
"Cass County, MI","county",05000US26027,52212,52001,51952,51795
"Charlevoix County, MI","county",05000US26029,26030,26038,26134,26172
"Cheboygan County, MI","county",05000US26031,25985,25821,25690,25579
"Chippewa County, MI","county",05000US26033,38760,38698,38586,38330
"Clare County, MI","county",05000US26035,30823,30786,30710,30608
"Clinton County, MI","county",05000US26037,75802,76479,76905,77245
"Crawford County, MI","county",05000US26039,14017,13941,13895,13840
"Delta County, MI","county",05000US26041,36967,36841,36712,36570
"Dickinson County, MI","county",05000US26043,26201,26097,26012,25889
"Eaton County, MI","county",05000US26045,107920,108081,108341,108544
"Emmet County, MI","county",05000US26047,32858,32922,33018,33091
"Genesee County, MI","county",05000US26049,421575,418654,415874,413090
"Gladwin County, MI","county",05000US26051,25664,25599,25501,25367
"Gogebic County, MI","county",05000US26053,16179,16042,15824,15650
"Grand Traverse County, MI","county",05000US26055,88182,88981,89907,90715
"Gratiot County, MI","county",05000US26057,42148,42057,41878,41676
"Hillsdale County, MI","county",05000US26059,46463,46282,46178,46024
"Houghton County, MI","county",05000US26061,36494,36739,36660,36565
"Huron County, MI","county",05000US26063,32751,32525,32290,32021
"Ingham County, MI","county",05000US26065,281531,282562,283491,284559
"Ionia County, MI","county",05000US26067,63909,63976,64064,64126
"Iosco County, MI","county",05000US26069,25662,25504,25401,25373
"Iron County, MI","county",05000US26071,11723,11615,11507,11393
"Isabella County, MI","county",05000US26073,70400,70506,70669,70574
"Jackson County, MI","county",05000US26075,160126,159927,159759,159483
"Kalamazoo County, MI","county",05000US26077,252763,254870,256752,258605
"Kalkaska County, MI","county",05000US26079,17142,17204,17230,17259
"Kent County, MI","county",05000US26081,609544,615381,622590,629352
"Keweenaw County, MI","county",05000US26083,2181,2197,2198,2195
"Lake County, MI","county",05000US26085,11485,11431,11426,11415
"Lapeer County, MI","county",05000US26087,88323,88155,88235,88310
"Leelanau County, MI","county",05000US26089,21682,21739,21772,21764
"Lenawee County, MI","county",05000US26091,99505,99257,98902,98673
"Livingston County, MI","county",05000US26093,182402,183264,184591,185841
"Luce County, MI","county",05000US26095,6550,6512,6477,6451
"Mackinac County, MI","county",05000US26097,11099,11080,11044,10998
"Macomb County, MI","county",05000US26099,845197,849344,854689,859703
"Manistee County, MI","county",05000US26101,24626,24545,24536,24465
"Marquette County, MI","county",05000US26103,67358,67535,67582,67418
"Mason County, MI","county",05000US26105,28648,28705,28711,28755
"Mecosta County, MI","county",05000US26107,43007,43226,43301,43259
"Menominee County, MI","county",05000US26109,23917,23838,23717,23568
"Midland County, MI","county",05000US26111,83842,83620,83624,83559
"Missaukee County, MI","county",05000US26113,14940,14986,14988,15032
"Monroe County, MI","county",05000US26115,151408,150851,150436,149945
"Montcalm County, MI","county",05000US26117,63234,63046,63004,62922
"Montmorency County, MI","county",05000US26119,9598,9506,9401,9317
"Muskegon County, MI","county",05000US26121,171153,171328,171483,172148
"Newaygo County, MI","county",05000US26123,48280,48126,48029,47957
"Oakland County, MI","county",05000US26125,1213406,1220798,1229503,1235215
"Oceana County, MI","county",05000US26127,26456,26325,26229,26152
"Ogemaw County, MI","county",05000US26129,21537,21373,21222,21103
"Ontonagon County, MI","county",05000US26131,6584,6448,6298,6165
"Osceola County, MI","county",05000US26133,23404,23327,23234,23172
"Oscoda County, MI","county",05000US26135,8590,8525,8444,8374
"Otsego County, MI","county",05000US26137,24127,24126,24141,24198
"Ottawa County, MI","county",05000US26139,267017,269795,273136,276583
"Presque Isle County, MI","county",05000US26141,13234,13128,13037,12955
"Roscommon County, MI","county",05000US26143,24281,24141,24068,23900
"Saginaw County, MI","county",05000US26145,198841,197727,196479,195201
"St. Clair County, MI","county",05000US26147,161865,161008,160429,160069
"St. Joseph County, MI","county",05000US26149,61111,60998,61022,60923
"Sanilac County, MI","county",05000US26151,42637,42301,42014,41761
"Schoolcraft County, MI","county",05000US26153,8407,8345,8288,8186
"Shiawassee County, MI","county",05000US26155,69910,69553,69113,68800
"Tuscola County, MI","county",05000US26157,55172,54795,54420,54014
"Van Buren County, MI","county",05000US26159,75897,75569,75351,75216
"Washtenaw County, MI","county",05000US26161,348560,351454,354092,358082
"Wayne County, MI","county",05000US26163,1804507,1790078,1778969,1767593
"Wexford County, MI","county",05000US26165,32690,32699,32751,32829
"Aitkin County, MN","county",05000US27001,16032,15964,15839,15722
"Anoka County, MN","county",05000US27003,334027,336316,338764,341249
"Becker County, MN","county",05000US27005,32800,32971,33138,33375
"Beltrami County, MN","county",05000US27007,45021,45236,45434,45644
"Benton County, MN","county",05000US27009,38756,38980,39221,39457
"Big Stone County, MN","county",05000US27011,5209,5180,5134,5098
"Blue Earth County, MN","county",05000US27013,64504,64720,65125,65524
"Brown County, MN","county",05000US27015,25643,25513,25391,25327
"Carlton County, MN","county",05000US27017,35398,35430,35443,35482
"Carver County, MN","county",05000US27019,92770,94212,95715,97143
"Cass County, MN","county",05000US27021,28485,28499,28519,28633
"Chippewa County, MN","county",05000US27023,12272,12235,12154,12126
"Chisago County, MN","county",05000US27025,53691,53798,53834,54041
"Clay County, MN","county",05000US27027,59638,60249,60879,61402
"Clearwater County, MN","county",05000US27029,8725,8735,8752,8764
"Cook County, MN","county",05000US27031,5195,5197,5194,5215
"Cottonwood County, MN","county",05000US27033,11658,11676,11632,11557
"Crow Wing County, MN","county",05000US27035,62742,62900,63048,63321
"Dakota County, MN","county",05000US27037,402306,405521,408456,411402
"Dodge County, MN","county",05000US27039,20159,20246,20290,20361
"Douglas County, MN","county",05000US27041,36264,36413,36620,36862
"Faribault County, MN","county",05000US27043,14430,14337,14230,14119
"Fillmore County, MN","county",05000US27045,20870,20842,20843,20877
"Freeborn County, MN","county",05000US27047,31129,31034,30897,30751
"Goodhue County, MN","county",05000US27049,46259,46336,46377,46450
"Grant County, MN","county",05000US27051,5990,5977,5961,5943
"Hennepin County, MN","county",05000US27053,1170623,1184091,1197776,1209265
"Houston County, MN","county",05000US27055,18915,18859,18812,18791
"Hubbard County, MN","county",05000US27057,20440,20518,20574,20640
"Isanti County, MN","county",05000US27059,38078,38190,38296,38461
"Itasca County, MN","county",05000US27061,45219,45303,45354,45356
"Jackson County, MN","county",05000US27063,10263,10260,10211,10163
"Kanabec County, MN","county",05000US27065,16151,16084,16003,15918
"Kandiyohi County, MN","county",05000US27067,42265,42316,42444,42510
"Kittson County, MN","county",05000US27069,4528,4501,4480,4436
"Koochiching County, MN","county",05000US27071,13251,13138,13054,12930
"Lac qui Parle County, MN","county",05000US27073,7184,7096,7023,6916
"Lake County, MN","county",05000US27075,10825,10791,10750,10721
"Lake of the Woods County, MN","county",05000US27077,3998,3976,3949,3901
"Le Sueur County, MN","county",05000US27079,27758,27717,27707,27650
"Lincoln County, MN","county",05000US27081,5854,5821,5808,5793
"Lyon County, MN","county",05000US27083,25703,25724,25699,25670
"McLeod County, MN","county",05000US27085,36321,36172,36046,35926
"Mahnomen County, MN","county",05000US27087,5475,5486,5496,5480
"Marshall County, MN","county",05000US27089,9454,9447,9453,9406
"Martin County, MN","county",05000US27091,20634,20515,20350,20193
"Meeker County, MN","county",05000US27093,23197,23147,23129,23094
"Mille Lacs County, MN","county",05000US27095,25927,25891,25809,25788
"Morrison County, MN","county",05000US27097,33118,33054,32962,32850
"Mower County, MN","county",05000US27099,39252,39312,39227,39248
"Murray County, MN","county",05000US27101,8639,8586,8529,8463
"Nicollet County, MN","county",05000US27103,32849,32923,33086,33226
"Nobles County, MN","county",05000US27105,21490,21589,21687,21729
"Norman County, MN","county",05000US27107,6753,6725,6692,6638
"Olmsted County, MN","county",05000US27109,146063,147431,148736,150104
"Otter Tail County, MN","county",05000US27111,57369,57417,57511,57694
"Pennington County, MN","county",05000US27113,14008,14041,14110,14156
"Pine County, MN","county",05000US27115,29449,29347,29218,29067
"Pipestone County, MN","county",05000US27117,9470,9407,9354,9285
"Polk County, MN","county",05000US27119,31522,31630,31547,31550
"Pope County, MN","county",05000US27121,10957,10946,10948,10975
"Ramsey County, MN","county",05000US27123,515732,521265,527411,531528
"Red Lake County, MN","county",05000US27125,4087,4071,4061,4042
"Redwood County, MN","county",05000US27127,15942,15834,15723,15578
"Renville County, MN","county",05000US27129,15499,15326,15171,14995
"Rice County, MN","county",05000US27131,64585,64829,64886,65116
"Rock County, MN","county",05000US27133,9601,9587,9563,9554
"Roseau County, MN","county",05000US27135,15587,15545,15615,15609
"St. Louis County, MN","county",05000US27137,200327,200563,200506,200353
"Scott County, MN","county",05000US27139,132774,135129,137322,139490
"Sherburne County, MN","county",05000US27141,89120,89770,90401,91188
"Sibley County, MN","county",05000US27143,15146,15096,15021,14957
"Stearns County, MN","county",05000US27145,151053,151728,152595,153661
"Steele County, MN","county",05000US27147,36512,36472,36523,36541
"Stevens County, MN","county",05000US27149,9723,9748,9771,9762
"Swift County, MN","county",05000US27151,9678,9602,9525,9483
"Todd County, MN","county",05000US27153,24697,24588,24466,24335
"Traverse County, MN","county",05000US27155,3507,3455,3429,3397
"Wabasha County, MN","county",05000US27157,21549,21485,21381,21327
"Wadena County, MN","county",05000US27159,13772,13754,13759,13755
"Waseca County, MN","county",05000US27161,19046,19127,19076,19034
"Washington County, MN","county",05000US27163,241315,244103,246670,248745
"Watonwan County, MN","county",05000US27165,11173,11151,11054,10996
"Wilkin County, MN","county",05000US27167,6576,6561,6526,6479
"Winona County, MN","county",05000US27169,51328,51285,51213,51145
"Wright County, MN","county",05000US27171,126142,127386,128691,129922
"Yellow Medicine County, MN","county",05000US27173,10294,10233,10092,10038
"Adams County, MS","county",05000US28001,32308,32189,31979,31747
"Alcorn County, MS","county",05000US28003,37159,37279,37319,37309
"Amite County, MS","county",05000US28005,13061,12957,12840,12692
"Attala County, MS","county",05000US28007,19383,19303,19175,19085
"Benton County, MS","county",05000US28009,8682,8573,8470,8378
"Bolivar County, MS","county",05000US28011,34107,33961,33803,33615
"Calhoun County, MS","county",05000US28013,14875,14841,14789,14724
"Carroll County, MS","county",05000US28015,10501,10418,10338,10301
"Chickasaw County, MS","county",05000US28017,17403,17376,17391,17357
"Choctaw County, MS","county",05000US28019,8440,8399,8354,8320
"Claiborne County, MS","county",05000US28021,9553,9396,9330,9209
"Clarke County, MS","county",05000US28023,16614,16509,16362,16203
"Clay County, MS","county",05000US28025,20539,20414,20279,20147
"Coahoma County, MS","county",05000US28027,25815,25527,25254,24804
"Copiah County, MS","county",05000US28029,29204,29028,28921,28780
